Manchetes do dia 
Data:08:18:00 Manchete 1: Raio X do conclave: onde ocorrem o 'ritual secreto' e o 'Extra omnes'
Data:08:18:00 Manchete 2: 1º dia tem sorteio e apenas uma votação; saiba como será
Data:08:18:00 Manchete 3: g1 no Vaticano: os bastidores do conclave
Data:08:18:00 Manchete 4: Ataque do Paquistão contra a Índia deixa 10 mortos na Caxemira
"Data:08:18:00 Manchete 5: Criação de Adão, expulsão do Paraíso e mais: o incrível teto da Capela Sistina"
Data:08:18:00 Manchete 6: Como fazem a fumaça ficar branca ou preta? Veja os truques usados
Data:08:18:00 Manchete 7: SANDRA COHEN: duração do conclave vai dizer quanto a Igreja está dividida
